Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
ITW,16.85437,0.064,2,1882000000,1,1.261135,5,5,1.725,195.855,0.166,0.135,0.27229,12.952,3.527,8.24,0.00217,0.78261,Diversified Industrials,1882000000,1.48,1.27,2.7,0.14191,0.43962002,43.502,Industrials,2,3470390,3136605,1.86,5.478
OXY,14.574818,0.334,1,2231000064,1,0.604377,1,3,1.36,49.267,0.667,0.673,0.47639,10.282,4.898,5.48,0.00321,0.83955,Oil & Gas E&P,2231000064,0.24,0.852,2.1,0.036170002,0.10689,18.726,Energy,1,8970010,7249557,1.86,2.911
PCG,11.459057,-0.004,1,122000000,1,-0.119402,1,6,0.651,101.018,,,0.33400002,7.669,2.561,4.03,0.00199,0.83936995,Utilities - Regulated Electric,122000000,3.74,0.539,2.6,0.02429,0.00643,32.829,Utilities,1,10006626,8323274,1.86,0.234
SWK,14.934113,0.109,7,1018899968,1,1.287803,2,4,0.944,60.401,0.06,0.058,0.15988,12.499,1.998,9.41,0.00722,0.86423,Tools & Accessories,1018899968,1.55,0.45,2.2,0.05244,0.12807,89.712,Industrials,10,2967297,2182656,1.85,6.653
MT,6.320083,0.16,2,5301000192,1,3.208866,3,3,1.384,31.933,0.412,0.411,0.122880004,4.816,0.592,4.78,0,0.0346,Steel,5301000192,4.81,0.343,1.6,0.04675,0.13582,73.215,Basic Materials,1,3804437,5032325,1.85,5.179
GNW,4.151786,-0.029,1,771000000,2,2.448375,1,4,1.501,30.229,-0.051,-0.059,0.11248,6.1,0.686,1.12,0.00342,0.66193,Insurance - Diversified,771000000,0.82,0.213,3,0.00533,0.05804,16.361,Financial Services,2,5017294,6469910,1.84,1.522
AXP,13.181593,0.071,8,3291000064,2,0.944675,5,10,1.94,277.13,0.252,0.208,0,,3.74,8.04,0.00269,0.84647006,Credit Services,3291000064,1.24,1.925,2.4,0.01931,0.16155,36.855,Financial Services,3,5794206,5715868,1.83,3.789
SU,20.59,0.428,3,3331627520,1,0.923215,2,4,0.895,39.844,1.269,1.234,0.33965,8.668,2.944,2,0.00043,0.73724,Oil & Gas Integrated,3331627520,1.92,0.544,2,0.04481,0.09802,16.527,Energy,3,6876466,7654542,1.8,2.017
STM,13.885906,0.18,4,460000000,1,1.124487,3,5,2.358,30.35,0.706,0.728,0.22293,8.946,1.994,1.49,0,0.04855,Semiconductors,460000000,0.31,1.467,2.5,0.08772001,0.088690005,10.207,Technology,7,5331826,5091039,1.8,0.513
HCA,13.451354,0.074,7,2864000000,1,0.784125,5,7,1.363,,0.32,0.248,0.18675,9.446,1.764,9.97,0.21032,0.74085,Medical Care,2864000000,1.05,0.984,2.1,0.10785,,128.023,Healthcare,7,3656960,5677882,1.8,7.916
MGA,7.2839837,0.125,2,2367000064,1,1.364078,1,6,1.174,37.414,0.229,0.142,0.10284001,5.396,0.555,7.43,0.013200001,0.123900004,Auto Parts,2367000064,0.74,0.805,2.4,0.071890004,0.21086,116.849,Consumer Cyclical,3,3507590,3522343,1.8,6.542
PEP,18.453047,0.024,1,4592999936,1,0.640902,4,1,1.237,397.153,-0.123,-0.135,0.19819,14.171,2.809,6.07,0.00205,0.72712,Beverages - Soft Drinks,4592999936,2.68,1.057,2.5,0.08498,0.40825,45.365,Consumer Defensive,1,11177036,8652156,1.79,3.211
MRVL,13.786667,0.056,8,462161984,10,1.072005,7,9,5.506,,0.181,0.206,0.2579,13.571,3.5,1.5,0.04275,0.85092,Semiconductors,462161984,1.22,4.968,2.1,0.07157,0.112069994,4.918,Technology,1,13054748,22657153,1.79,1.059
AA,11.512886,0.252,1,142000000,1,,1,2,1.421,27.138,-0.025,0,0.21074,4.169,0.879,3.88,0.06855,0.00023,Aluminum,142000000,-6.06,0.758,2.1,0.07209,0.080620006,69.227,Basic Materials,1,9139787,6516561,1.79,0.755
TSN,10.53859,0.02,10,2880999936,1,-0.066579,8,7,1.478,81.692,0.215,0.21,0.10252,7.98,0.818,5.96,0.020680001,0.89996004,Farm Products,2880999936,1.42,0.452,2.1,0.071729995,0.2556,109.831,Consumer Defensive,10,5813960,7078572,1.79,7.796
NTES,19.830492,0.217,8,1014064512,10,1.517424,1,6,2.106,28.162,-0.28,-0.291,0.15361,15.437,2.371,9.97,0.01523,0.52591,Internet Content & Information,1014064512,-113.1,1.62,2.2,0.06683,0.15371999,66.713,Technology,1,1802543,2341900,1.78,7.706
RF,12.316455,0.037,5,1376000000,1,1.373633,6,2,,,0.271,0.187,0,,5.46,1.58,0.00471,0.78208,Banks - Regional - US,1376000000,1.51,,2.6,0.011560001,0.088149995,5.08,Financial Services,7,20490329,17973515,1.78,1.194
BIIB,12.877595,0.09,1,2968199936,1,1.398122,3,3,2.358,48.38,0.027,0.004,0.53411,10.647,5.687,27.45,0.00394,0.91174006,Biotechnology,2968199936,1.78,1.795,2,0.16898,0.26407,61.195,Healthcare,3,3346521,3906614,1.76,14.084
TIS,3.4622643,0.193,7,362000,2,1.596775,6,9,0.233,139.143,,,0.054369997,22.267,1.211,1.06,0.081590004,0.35255,Household & Personal Products,362000,-11.83,0.108,2,-0.01301,0.00277,17.298,Consumer Defensive,5,2605776,1789347,1.76,0.034
GOLD,18.60114,-0.157,1,233678000,1,0.19403,2,4,6.752,0.07,-0.386,-0.382,0.43245,11.658,5.041,3.51,0.00088,0.39269,,233678000,10.13,5.786,1.8,0.04626,0.06987,12.506,,1,1017661,1045564,1.75,2.44
AES,10.27481,-0.029,1,245000000,1,1.261264,3,2,1.324,342.68,4.484,4.472,0.32619998,8.435,2.751,1.31,0.00575,1.00465,Utilities - Diversified,245000000,1.33,0.856,2.7,0.04275,0.10379,16.068,Utilities,2,12962728,15032276,1.75,-0.327
AGNC,8.128205,6.775,2,1346000000,2,-0.142071,2,3,0.249,543.663,13.264,11.208,0,,30.247,2.34,0.00381,0.60882,REIT - Residential,1346000000,5.74,0.242,2.9,0.02138,0.16537,3.76,Real Estate,3,12608947,13440809,1.75,3.46
TNDM,-55.04819,0.6,,-119493000,,-0.513398,,,3.019,296.481,,,-0.35341,-47.658,16.843,-0.83,0.07849,0.67332,Medical Devices,-119493000,-0.29,2.362,1.9,-0.25451002,-30.93269,5.494,Healthcare,,4825265,4883348,1.75,-5.101
AVY,15.792793,0.14,2,269500000,1,1.510193,7,1,1.104,163.812,-0.201,-0.209,0.13216,11.42,1.509,6.66,0.00515,0.89162004,Business Equipment,269500000,1.3,0.699,2.2,0.09547,0.25768,80.016,Industrials,2,1209696,1569032,1.74,3.004
NOK,15.416667,-0.054,1,-1390974208,1,0.38866,1,7,1.374,24.632,,,0.11417,9.639,1.1,0.36,0,0.06776,Communication Equipment,-1390974208,1.29,1.136,2.7,0.01609,-0.07208,4.658,Technology,4,31647632,32690026,1.74,-0.213
NRG,9.69589,0.082,5,-973000000,1,1.001955,3,8,1.298,738.131,,,0.25145,10.453,2.628,3.65,0.00682,0.95274,Utilities - Independent Power Producers,-973000000,0.13,0.663,1.7,0.04044,-0.39619,34.459,Utilities,7,7242263,7478636,1.73,-3.203
BERY,12.397403,0.087,3,473000000,2,1.369049,5,6,2.011,444.436,0.025,0.028,0.17412001,8.897,1.549,3.85,0.00321,0.96275,Packaging & Containers,473000000,1.26,1.116,1.7,0.057210002,0.43256,58.692,Consumer Cyclical,1,2493191,1952808,1.72,3.474
JPM,11.46947,0.112,2,26154999808,1,1.197292,8,3,,,0.258,0.183,0,,-0.549,9.99,0.00763,0.74375,Banks - Global,26154999808,1.35,,2.2,0.01086,0.108509995,28.619,Financial Services,1,22544509,19662161,1.72,7.472
TWTR,44.531643,0.238,7,231098000,2,0.56468,7,8,11.003,48.398,,,0.21733,40.424,8.785,0.79,0.10912,0.65746003,Internet Content & Information,231098000,1.57,10.558,3,0.02289,0.04487,3.621,Technology,6,54655594,47088911,1.71,0.309
GOOG,25.389536,0.256,10,16307999744,2,1.269311,10,10,4.152,2.457,-0.093,-0.093,0.30836,19.991,6.164,47.98,0.05752,0.69697,Internet Content & Information,16307999744,1.74,3.996,1.6,0.09714,0.10511,178.413,Technology,10,2875352,2618112,1.71,23.155
VRNS,263.9286,0.258,7," (24,023,000.00)",2,0.417068,7,9,1.823,,,,-0.07658,-105.014,8.042,0.28,0.02646,0.86768997,Software - Infrastructure,-24023000,73.89,1.681,1.9,-0.06662,-0.25826,8.648,Technology,8,1053126,568672,1.7,-0.851
PZZA,28.824999,-0.062,2,78737000,1,0.625247,2,3,1.081,,-0.446,-0.499,0.09928001,11.801,1.172,1.6,0.31083,0.83198,Restaurants,78737000,7.9,0.608,1.9,0.14578,,51.015,Consumer Cyclical,4,4852132,4196792,1.7,2.293
ETFC,14.715,0.078,5,749000000,1,1.220885,5,5,1.215,62.248,0.354,0.295,0,,6.949,4,0.00271,0.95747,Capital Markets,749000000,0.74,1.215,1.8,0.012560001,0.11379,10.249,Financial Services,6,4038239,3821300,1.7,2.789
MSFT,22.877802,0.175,1," 16,570,999,808.00 ",1,1.249269,1,3,2.901,105.791,0.108,0.1,0.40737,18.068,7.36,4.91,0.01392,0.7457,Software - Infrastructure,16570999808,2.11,2.738,1.7,0.08607,0.19445999,14.332,Technology,1,44633868,47158592,1.69,2.13
BBD,8.069767,-0.181,10,4124995328,9,1.794011,6,8,,,0.26,0.158,0,,6.892,0.86,0.0006,0.23888999,Banks - Regional - Latin America,4124995328,0.46,,2.3,0.012940001,0.14222,2.287,Financial Services,7,18870302,9157974,1.68,0.616
NUE,9.58589,0.249,7,1669917056,2,1.639829,6,5,3.055,44.08,1.125,1.115,0.13356,7.735,1.033,6.52,0.00492,0.80433,Steel,1669917056,0.69,1.5,1.9,0.083900005,0.19026,69.815,Basic Materials,8,4374713,4787766,1.67,5.216
MU,4.527586,0.401,2,12177999872,1,1.2315,3,5,2.632,24.897,1.214,1.321,0.63281,3.507,2.219,11.6,0.04369,0.77332,Semiconductor Memory,12177999872,0.12,2.033,2,0.22025,0.52349997,24.639,Technology,2,51719195,51298358,1.65,9.97
HAL,14.1453905,0.24,4,117000000,1,1.193716,5,8,2.239,122.933,18.333,17.25,0.18809,10.009,1.883,2.82,0.00299,0.81914,Oil & Gas Equipment & Services,117000000,0.41,1.542,1.8,0.06865,0.012359999,26.626,Energy,1,16672077,12510421,1.64,0.109
CPA,8.215828,0.097,,391079008,,2.012107,,,1.045,52.444,-0.209,-0.208,0.22691,5.994,1.36,9.73,3.00E-05,0.95411,Airlines,391079008,0.82,0.89,2.3,0.06487,0.18686001,63.198,Industrials,,744410,588250,1.64,9.213
SHPG,10.879578,0.046,4,4823300096,9,1.368253,1,1,1.552,48.734,1.59,1.561,0.42514,10.638,4.523,16.11,0.00067,0.20357999,Biotechnology,4823300096,2.26,0.527,1.7,0.039,0.14181,51.228,Healthcare,1,1225382,1778249,1.63,15.825
AAPL,16.786873,0.173,1,56120000512,1,1.142598,2,6,1.307,99.696,0.401,0.321,0.30764,14.395,4.429,13.56,0.00068,0.61332,Consumer Electronics,56120000512,1.47,1.099,2,0.12222999,0.45373002,50.626,Technology,1,42160518,42845978,1.61,11.038
PVH,13.8586645,0.127,3,692300032,1,0.723124,5,1,1.725,53.516,0.395,0.38,0.12088,11.713,1.416,10.33,0.00525,0.98819,Apparel Manufacturing,692300032,1.21,0.633,2,0.04402,0.12944001,123.271,Consumer Cyclical,6,1232408,2015521,1.61,8.855
GS,9.366286,0.192,5,4957000192,2,1.346853,4,9,1.861,506.121,0.516,0.401,0,,-6.352,25.39,0.01283,0.7743,Capital Markets,4957000192,0.31,1.86,2.3,0.00597,0.06391,91.009,Financial Services,4,5104453,4012493,1.61,12.525
AFMD,-12.976191,-0.669,5,-35808848,1,2.470559,5,6,5.354,12.615,,,0,-8.131,124.682,-0.42,0.05781,0.55433,Biotechnology,-35808848,,5.117,1.6,-0.33475,-0.70407,0.044,Healthcare,5,307288,487750,1.61,-0.696
HD,19.530157,0.084,1,9854000128,1,1.032215,4,5,1.129,1269.189,0.356,0.312,0.16545,14.484,2.396,10.28,0.00116,0.70608,Home Improvement Stores,9854000128,1.4,0.307,1.9,0.20542999,3.54269,90.202,Consumer Cyclical,1,6109817,8455651,1.6,8.481
EPD,15.888889,0.281,,2942200064,,1.08878,,,0.741,111.253,0.016,0.031,0.16232,16.472,2.674,1.8,0.32172,0.37158,Oil & Gas Midstream,2942200064,3.34,0.478,1.4,0.042329997,0.13126999,15.296,Energy,,7091398,8532079,1.6,1.36
BSX,22.506329,0.103,6,521000000,1,0.969722,3,3,0.827,83.846,2.753,2.801,0.27063,21.486,5.815,1.58,0.00267,0.95331,Medical Devices,521000000,2.51,0.378,1.6,0.05662,0.06956,6.906,Healthcare,9,11422242,12535162,1.58,0.379
KEYS,17.876032,0.207,3,241000000,2,0.87973,2,5,2.424,68.504,,,0.17363001,20.334,3.531,3.63,0.00501,0.88824,Scientific & Technical Instruments,241000000,1.28,1.488,1.6,0.036259998,0.099750005,19.861,Technology,6,1140421,1647049,1.58,1.263
AVGO,10.653211,0.197,,10976000000,,0.481851,,,5.873,54.879,6.938,7.45,0.44472998,11.78,5.239,20.56,0.0018,0.86190003,Semiconductors,10976000000,0.77,5.19,2.1,0.049629997,0.41838002,47.689,Technology,,9028050,6420198,1.56,26.526
ADBE,34.22208,0.239,2,2167361024,1,0.778122,8,6,2.076,21.643,0.773,0.771,0.35861,43.263,15.515,7.7,0.00311,0.87289,Software - Application,2167361024,1.6,1.987,2,0.11376,0.26256,16.495,Technology,1,3630343,4142131,1.52,4.339
BAX,22.604864,0.091,4,919000000,1,1.057808,7,3,2.621,39.441,0.308,0.294,0.21372999,17.075,3.649,3.29,0.00089,0.86329,Medical Instruments & Supplies,919000000,1.88,1.765,2.3,0.059369996,0.10192,20.352,Healthcare,5,4721321,5075949,1.52,1.642
BA,19.588001,0.052,4,9541999616,1,1.722554,4,6,1.112,,0.3,0.256,0.13597,15.45,2.101,17.5,0.00098,0.70212996,Aerospace & Defense,9541999616,1.25,0.293,2,0.06726,,162.114,Industrials,4,4363111,4883439,1.52,15.922
BMA,4.6824036,0.62,,444005088,,1.067748,,,,,0.37,0.546,0,,2.021,9.32,0.00164,0.27041999,Banks - Regional - Latin America,444005088,0.22,,2.5,0.05274,0.28069,19.84,Financial Services,,426575,295501,1.51,6.63
NVDA,35.17293,0.4,4,4301000192,1,1.426308,7,1,7.408,22.752,0.913,0.889,0.39058998,30.806,12.032,7.98,0.042680003,0.68073,Semiconductors,4301000192,2.22,6.57,2,0.24794,0.58248,19.631,Technology,7,11273456,13275030,1.5,6.861
QCOM,15.831797,0.042,4,-4201999872,1,1.599064,4,1,2.734,97.455,0.414,0.408,0.30269,12.542,3.796,4.34,0.00161,0.79517,Semiconductors,-4201999872,1.25,2.41,2.3,0.05287,-0.15461999,15.451,Technology,7,15903428,15021444,1.5,-2.853
WFC,11.267822,-0.027,8,19395999744,2,1.273659,10,1,,,-0.093,-0.114,0,,3.457,5.19,0.77803004,0,Banks - Global,19395999744,1.42,,2.5,0.01127,0.1042,17.439,Financial Services,5,27440359,35833807,1.5,3.929
MGM,20.560284,0.079,2,1862338944,1,1.530484,7,7,0.68,123.67,-0.411,-0.41,0.22659001,13.17,2.984,1.41,0.07303,0.82584,Resorts & Casinos,1862338944,2.74,0.585,2.1,0.02944,0.18946,18.953,Consumer Cyclical,1,17278542,19688914,1.49,3.268
LMT,16.670656,0.066,7,2504999936,5,0.72009,9,1,1.189,2970.564,0.235,0.218,0.13377,14.983,2.004,19.22,0.00079,0.78814006,Aerospace & Defense,2504999936,0.4,0.932,2.1,0.07913,2.7407,183.016,Industrials,5,1906147,2068069,1.48,8.946
YY,8.587641,0.446,,255910848,,1.666914,,,4.476,3.735,,,0.21952999,7.035,1.544,8.9,0.020469999,0.88136,Internet Content & Information,255910848,36.42,4.08,1.9,0.110410005,0.1252,33.24,Technology,,2316431,2756691,1.47,4.073
GGAL,5.71066,0.34,,377456160,,1.096606,,,,,0.138,0.248,0,,1.905,3.94,0.00136,0.39148998,Banks - Regional - Latin America,377456160,0.24,,2.7,0.03196,0.29645002,11.19,Financial Services,,1032322,734021,1.45,2.77
HIG,10.094189,0.137,3,449000000,1,0.711284,5,4,1.991,39.048,,,0.13479,8.08,1.089,4.99,0.00386,0.92542,Insurance - Diversified,449000000,0.53,1.218,2.6,0.00866,0.0301,50.338,Financial Services,4,2760156,3970754,1.44,-6.391
ITUB,8.756302,-0.205,8,6222467072,2,1.655231,4,10,,,-0.089,-0.093,0,,3.102,1.19,0.00179,0.25801,Banks - Regional - Latin America,6222467072,0.78,,2.7,0.017,0.17233999,3.594,Financial Services,8,19222828,14861882,1.43,0.953
GOOGL,25.630463,0.256,10,16307999744,2,1.260688,10,10,4.152,2.457,-0.093,-0.093,0.30836,20.27,6.25,48.06,0.00152,0.80429,Internet Content & Information,16307999744,1.75,3.996,1.7,0.09714,0.10511,178.413,Technology,10,2867703,2457976,1.42,23.155
ROYT,24.363638,0.151,,7509000,,3.130854,,,,,0.069,0.069,0,,11.689,0.11,0,0.15093,Oil & Gas E&P,7509000,-0.19,,3,0.0217,0.034730002,0.226,Energy,,264553,244572,1.42,0.195
TTGT,31.155844,0.18,6,11985000,2,0.736723,7,6,3.091,21.18,2.028,2.248,0.18544,30.151,5.591,0.77,0.35153,0.58945,Internet Content & Information,11985000,2.18,2.919,2.7,0.06221,0.09641,4.248,Technology,7,864114,806802,1.41,0.42
KGC,18.75,-0.108,3,386200000,2,0.583089,4,5,3.71,37.292,-0.928,-0.927,0.37263,3.679,1.371,0.16,0.15206,0,Gold,386200000,1.34,1.759,2.4,0.01075,0.08545999,2.653,Basic Materials,1,9406595,4666675,1.41,0.309
MDLZ,16.367817,0.021,3,3055000064,2,0.615633,3,3,0.553,79.563,-0.316,-0.351,0.18166,16.942,3.078,2.61,0.00344,0.76719004,Confectioners,3055000064,1.79,0.304,2,0.0394,0.12028,17.676,Consumer Defensive,2,10333657,11655030,1.41,2.026
AMAT,9.755102,0.193,1,3419000064,1,1.326634,2,1,2.519,77.773,0.376,0.268,0.30916,8.213,2.539,4.41,0.00354,0.78720003,Semiconductor Equipment & Materials,3419000064,0.56,1.589,1.9,0.16497,0.44,16.618,Technology,3,13409550,15061436,1.41,3.265
COF,8.831551,0.206,6,3248000000,1,1.287986,6,7,,,0.914,0.84,0,,4.378,11.22,0.00672,0.90476,Credit Services,3248000000,0.73,,2,0.00989,0.07137,44.049,Financial Services,7,3765278,4277325,1.41,6.336
OZM,4.255814,-0.257,,3522000,,0.528567,,,3.737,65.155,,,0.27302,6.213,1.696,0.43,0.27045,0.39747003,Asset Management,3522000,-4.28,3.615,2.7,0.090579994,0.27063,4.265,Financial Services,,387133,441359,1.41,0.018
STAA,190.8,0.546,4,3448000,1,1.894579,2,7,2.684,13.672,,,0.059359998,304.808,18.095,0.25,0.00992,0.8044,Medical Instruments & Supplies,3448000,95.1,1.967,1.2,0.03083,0.07716,2.643,Healthcare,6,857551,922701,1.4,0.083
FLEX,9.072369,0.069,1,419859008,1,0.933564,1,1,1.242,93.911,-0.047,-0.07,0.04104,8.477,0.348,1.52,0.009380001,0.97196,Contract Manufacturers,419859008,0.61,0.61,1.8,0.02401,0.14187,48.827,Technology,4,6870491,6070456,1.4,0.79
SINA,15.2274685,0.497,,158400992,,1.207329,,,3.025,31.051,0.516,0.499,0.25661,8.626,2.214,4.66,0.12315,0.71900004,Internet Content & Information,158400992,0.65,2.536,1.6,0.055370003,0.12066,26.958,Technology,,1287247,1056401,1.38,2.105
SYMC,11.586206,-0.016,2,1194000000,2,0.60425,3,6,1.158,84.943,,,0.25564,12.595,3.22,1.74,0.0101,0.98657995,Software - Application,1194000000,1.26,0.971,3,0.020179998,0.25642002,7.789,Technology,1,15202396,16215954,1.38,1.833
BFR,5.1636367,1.688,,268604192,,0.643826,,,,,,,0,,0.388,1.65,0,0.15983,Banks - Regional - Latin America,268604192,0.17,,2.4,0.03356,0.29076,4.554,Financial Services,,489155,684448,1.38,1.314
BLK,15.717192,0.114,3,5418999808,1,1.609735,3,4,1.351,15.193,0.273,0.256,0.44521,12.355,5.501,30.48,0.03742,0.85085,Asset Management,5418999808,1.26,0.445,1.9,0.01732,0.17358999,82.751,Financial Services,4,1006764,1246167,1.37,33.162
CRMD,-4.428571,-0.945,9,-39008888,2,5.051004,10,10,0.463,,,,0,-1.223,245.311,-0.14,0.039389998,0.123500004,Biotechnology,-39008888,,0.379,2,-1.70978,-8.77812,0.003,Healthcare,1,8668893,6519232,1.36,-0.548
ETP,13.919752,0.431,,1256999936,,1.844554,,,0.986,99.527,,,0.18694,10.953,2.048,1.62,0.02715,0.63196,Oil & Gas Midstream,1256999936,0.37,0.705,1.6,0.0312,0.10373,28.839,Energy,,12494031,8383047,1.35,1.079
MANU,2.0646179,0.081,,4258097,,1.019296,,,0.874,99.239,,,0.34405,16.099,5.539,12.69,0.07511,0.88881,Leisure,4258097,-20.3,0.82,2.3,0.03078,0.006970001,4.98,Consumer Cyclical,,81809,72932,1.35,0.026
NOC,15.7017355,0.1,1,2238000128,1,0.712863,3,1,1.241,183.919,0.244,0.241,0.15287,15.96,2.44,19.01,0.00505,0.82325995,Aerospace & Defense,2238000128,1.11,1.101,2,0.07022,0.31641,153.653,Industrials,3,1797828,1575211,1.34,12.757
YPF,10.292517,0.546,,744417984,,1.776823,,,1.224,114.314,8.407,8.401,0.27103,4.461,1.209,1.47,0.05086,0.25677,Oil & Gas Integrated,744417984,-0.05,0.846,1.9,0.0108,0.10741,28.664,Energy,,1475934,1028172,1.34,1.898
SYF,7.037778,0.099,4,2276000000,2,0.970859,2,8,,,0.508,0.403,0,,3.99,4.5,0.00061,0.95444,Credit Services,2276000000,0.41,,2,0.02392,0.15811,9.586,Financial Services,4,11015436,9843122,1.34,2.931
X,4.8417616,0.148,1,538000000,1,4.170177,1,1,1.658,70.577,-0.189,-0.18,0.09369001,5.302,0.497,6.13,0.00979,0.70012003,Steel,538000000,0.21,0.991,2.3,0.046469998,0.17465,74.726,Basic Materials,2,12667329,10153577,1.34,3.026
MS,9.426641,0.116,5,6999000064,1,1.558884,8,6,1.792,363.136,0.498,0.387,0,,-3.847,5.18,0.24531001,0.61744,Capital Markets,6999000064,0.6,1.636,2.2,0.008880001,0.09498,23.116,Financial Services,3,11623579,10891136,1.31,3.927
TTWO,26.188236,-0.072,1,185379008,2,1.512659,5,1,1.491,0.282,0.113,0.189,0.13182999,61.424,8.097,5.1,0.011510001,0.94819,Electronic Gaming & Multimedia,185379008,1.07,0.965,1.8,0.03095,0.12531,15.706,Technology,2,2950638,3296300,1.3,1.6
KEY,10.973958,0.01,4,1396000000,1,0.959575,7,3,,,0.215,0.17,0,,6.125,1.92,0.00335,0.81004,Banks - Regional - US,1396000000,1.27,,2,0.010629999,0.095790006,5.762,Financial Services,5,12322485,12770583,1.3,1.304
UEPS,5.1714287,-0.038,,39150000,,1.389194,,,1.511,6.793,-0.397,-0.377,0.18821,4.103,0.772,1.4,0.19082001,0.54481,Business Services,39150000,0.37,0.717,2,0.03739,0.05717,10.789,Industrials,,238172,487870,1.3,0.689
NFLX,84.33027,0.403,10,989580032,2,1.137365,10,9,1.537,185.519,4.667,4.859,0.10374,114.391,11.867,4.36,0.01733,0.76211,Media - Diversified,989580032,2.21,0.643,2.3,0.04348,0.2601,32,Consumer Cyclical,10,16529310,16604277,1.29,2.203
MKSI,10.153006,0.192,6,381615008,1,0.920806,6,4,5.026,19.685,0.014,0.02,0.28177,7.997,2.253,9.15,0.01556,0.93489,Scientific & Technical Instruments,381615008,0.81,3.454,1.6,0.13069001,0.23621,39.046,Technology,9,836903,1221912,1.28,6.912
FCX,12.433628,0.393,8,2872999936,1,2.563615,2,10,2.723,86.645,2.207,2.243,0.39289,4.594,1.805,1.13,0.00484,0.72889,Copper,2872999936,0.44,1.39,2.6,0.094519995,0.28921,13.389,Basic Materials,2,23800118,29238375,1.27,1.983
ABMD,83.31557,0.359,5,164862000,2,-0.17136,4,5,6.486,,1.378,1.41,0.28570998,96.503,27.572,4.88,0.04223,0.87209,Medical Devices,164862000,2.8,5.582,1.7,0.14659001,0.25552,14.471,Healthcare,7,766271,735371,1.26,3.587
ABMD,83.31557,0.359,5,164862000,2,-0.17136,4,5,6.486,,1.378,1.41,0.28570998,96.503,27.572,4.88,0.04223,0.87209,Medical Devices,164862000,3.03,5.582,1.7,0.14659001,0.25552,14.471,Healthcare,7,766271,735371,1.26,3.587
ABX,15.787878,-0.207,2,-261000000,1,-0.431176,6,1,2.118,57.554,,,0.45721,5.176,2.367,0.66,0.00275,0.58881,Gold,-261000000,-5.04,1.055,3,0.05738,-0.03458,6.621,Basic Materials,3,14028734,8521707,1.25,-0.23
ZBRA,15.064913,0.129,6,171000000,5,1.619306,2,4,1.094,186.766,3.031,3.118,0.18632999,15.084,2.811,11.4,0.01291,0.90916,Diversified Industrials,171000000,1.64,0.591,1.9,0.07569,0.18143,73.469,Industrials,6,552295,455002,1.24,3.141
MOMO,14.331269,0.583,,424259008,,1.099996,,,3.463,21.175,0.867,0.938,0.30211002,17.33,5.236,3.23,0.031089999,0.70097,Internet Content & Information,424259008,0.67,2.215,1.8,0.19502,0.38042,8.359,Technology,,4773426,5298769,1.24,2.04
NVS,14.929856,0.076,4,13850000384,10,0.918407,1,1,1.148,42.075,2.988,2.923,0.30122,13.562,4.085,5.56,6.00E-05,0.113000005,Drug Manufacturers - Major,13850000384,2.3,0.785,2.7,0.04782,0.18866,22.433,Healthcare,9,2458628,1796542,1.23,5.884
EDU,19.552238,0.441,,296129984,,1.182436,,,1.68,,0.171,0.174,0.13007,31.626,4.114,4.02,0.13069999,0.86294997,Education & Training Services,296129984,0.85,1.553,1.8,0.047620002,0.15141,15.474,Consumer Defensive,,1690554,1660326,1.2,1.87
BIDU,19.112236,0.244,,3833743872,,1.977889,,,2.192,33.576,0.603,0.45,0.3379,14.481,4.893,11.85,0.00101,0.80601,Internet Content & Information,3833743872,53.84,1.641,2,0.047659997,0.17066999,41,Technology,,4565128,3782329,1.17,11.01
ABB,14.786163,0.051,8,2219000064,10,1.109534,2,9,1.153,73.729,0.305,0.297,0.13502,11.938,1.612,1.59,0,0.05372,Diversified Industrials,2219000064,2.86,0.793,2.8,0.05444,0.16712,16.645,Industrials,1,2435195,3809087,1.17,1.029
TEO,10.396227,2.416,,-82562256,,1.252261,,,0.474,52.457,,,0.3623,7.83,2.837,1.59,0.29107,0.12779,Telecom Services,-82562256,3.52,0.412,2.8,0.09232,-0.03174,7.365,Communication Services,,270344,272820,1.17,-0.19
NXPI,11.849873,0.04,4,973000000,1,0.657525,1,6,2.979,38.469,0.121,0.102,0.29738,9.202,2.737,7.86,0.01423,0.85427004,Semiconductors,973000000,0.96,2.038,2.5,0.020750001,0.076869994,27.482,Technology,10,13244157,7537795,1.16,2.805
C,9.511349,0.011,2,-6750000128,1,1.530104,3,6,,,0.273,0.16,0,,0.394,7.49,0.00137,0.78936994,Banks - Global,-6750000128,0.86,,2.1,-0.0029,-0.02536,24.982,Financial Services,2,16884093,18588793,1.13,-2.647
